SMILES,He,H2,N2,O2,CO2,CH4,URL,Unnamed: 8,log10_He,log10_H2,log10_N2,log10_O2,log10_CO2,log10_CH4,log10_He_Bayes,log10_H2_Bayes,log10_N2_Bayes,log10_O2_Bayes,log10_CO2_Bayes,log10_CH4_Bayes
*c1ccc2c(c1)[C@@H]1c3ccccc3[C@@H]2c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc21,,241.0,6.81,33.7,157.0,4.62,https://doi.org/10.1016/j.cej.2021.130845,,,2.3820170425748683,0.8331471119127851,1.5276299008713388,2.1958996524092336,0.6646419755561255,2.2844229840926578,2.3820170425748683,0.8331471119127851,1.5276299008713388,2.1958996524092336,0.6646419755561255
*c1ccc2c(c1)[C@@H]1c3ccccc3[C@@H]2c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc21,,245.0,7.63,36.8,171.0,5.55,https://doi.org/10.1016/j.cej.2021.130845,,,2.3891660843645326,0.8825245379548805,1.5658478186735176,2.232996110392154,0.7442929831226762,2.5949829825561648,2.3891660843645326,0.8825245379548805,1.5658478186735176,2.232996110392154,0.7442929831226762
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)c2)cc1O,,56.0,0.6,3.8,17.0,0.25,https://doi.org/10.1016/j.polymer.2014.02.001,,,1.7481880270062005,-0.22184874961635637,0.5797835966168101,1.2304489213782739,-0.6020599913279624,1.500348042473422,1.7481880270062005,-0.22184874961635637,0.5797835966168101,1.2304489213782739,-0.6020599913279624
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(OC(C)=O)c2)cc1OC(C)=O,,445.0,17.0,73.0,320.0,12.0,https://doi.org/10.1016/j.polymer.2014.02.001,,,2.6483600109809315,1.2304489213782739,1.863322860120456,2.505149978319906,1.0791812460476249,2.5443766965835213,2.6483600109809315,1.2304489213782739,1.863322860120456,2.505149978319906,1.0791812460476249
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(OC(=O)CC)c2)cc1OC(=O)CC,,41.0,0.94,4.6,17.0,0.68,https://doi.org/10.1016/j.polymer.2014.02.001,,,1.6127838567197355,-0.026872146400301365,0.6627578316815741,1.2304489213782739,-0.16749108729376366,1.6863031123989292,1.6127838567197355,-0.026872146400301365,0.6627578316815741,1.2304489213782739,-0.16749108729376366
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(OC(=O)CC)c2)cc1OC(=O)CC,,112.0,2.6,12.8,46.0,1.48,https://doi.org/10.1016/j.polymer.2014.02.001,,,2.0492180226701815,0.414973347970818,1.1072099696478683,1.662757831681574,0.17026171539495738,2.0919772835445545,2.0492180226701815,0.414973347970818,1.1072099696478683,1.662757831681574,0.17026171539495738
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(OC(=O)CC)c2)cc1OC(=O)CC,,215.0,6.9,30.3,118.0,4.8,https://doi.org/10.1016/j.polymer.2014.02.001,,,2.3324384599156054,0.8388490907372553,1.481442628502305,2.0718820073061255,0.6812412373755872,2.014674100667513,2.3324384599156054,0.8388490907372553,1.481442628502305,2.0718820073061255,0.6812412373755872
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(OC(=O)CC)c2)cc1OC(=O)CC,,690.0,34.0,135.0,530.0,28.0,https://doi.org/10.1016/j.polymer.2014.02.001,,,2.838849090737255,1.5314789170422551,2.130333768495006,2.724275869600789,1.4471580313422192,2.681111795053684,2.838849090737255,1.5314789170422551,2.130333768495006,2.724275869600789,1.4471580313422192
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(OC(=O)C(C)(C)C)c2)cc1OC(=O)C(C)(C)C,,136.0,4.9,21.5,76.0,4.4,https://doi.org/10.1016/j.polymer.2014.02.001,,,2.1335389083702174,0.6901960800285137,1.3324384599156054,1.8808135922807914,0.6434526764861874,2.0022416651033583,2.1335389083702174,0.6901960800285137,1.3324384599156054,1.8808135922807914,0.6434526764861874
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(OC(=O)C(C)(C)C)c2)cc1OC(=O)C(C)(C)C,,230.0,14.0,15.0,61.0,63.0,https://doi.org/10.1016/j.polymer.2014.02.001,,,2.361727836017593,1.146128035678238,1.1760912590556813,1.7853298350107671,1.7993405494535817,1.757705912376645,2.361727836017593,1.146128035678238,1.1760912590556813,1.7853298350107671,1.7993405494535817
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(OC(=O)C(C)(C)C)c2)cc1OC(=O)C(C)(C)C,,600.0,32.0,127.0,500.0,26.0,https://doi.org/10.1016/j.polymer.2014.02.001,,,2.778151250383644,1.505149978319906,2.103803720955957,2.6989700043360187,1.414973347970818,2.6142105075491746,2.778151250383644,1.505149978319906,2.103803720955957,2.6989700043360187,1.414973347970818
*c1nc2cc(C(c3ccc4oc(-c5cc(C(c6ccc(O)c(*)c6)(C(F)(F)F)C(F)(F)F)ccc5O)nc4c3)(C(F)(F)F)C(F)(F)F)ccc2o1,2647.0,4194.0,284.0,1092.0,4201.0,151.0,https://pubs.acs.org/doi/10.1021/ma101549z,,3.422753941301348,3.622628426129325,2.4533183400470375,3.0382226383687185,3.623352681537992,2.1789769472931693,3.422753941301348,3.622628426129325,2.4533183400470375,3.0382226383687185,3.623352681537992,2.1789769472931693
*c1nc2cc(C(c3ccc4oc(-c5cc(C(c6ccc(O)c(*)c6)(C(F)(F)F)C(F)(F)F)ccc5O)nc4c3)(C(F)(F)F)C(F)(F)F)ccc2o1,356.0,408.0,19.0,81.0,398.0,12.0,https://pubs.acs.org/doi/10.1021/ma101549z,,2.5514499979728753,2.61066016308988,1.2787536009528289,1.9084850188786497,2.599883072073688,1.0791812460476249,2.5514499979728753,2.61066016308988,1.2787536009528289,1.9084850188786497,2.599883072073688,1.0791812460476249
*c1ccc(O)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,1656.0,3612.0,431.0,1306.0,5568.0,252.0,https://pubs.acs.org/doi/10.1021/ma101549z,,3.219060332448861,3.5577477416414682,2.6344772701607315,3.115943176939055,3.7456992266025058,2.401400540781544,3.219060332448861,3.5577477416414682,2.6344772701607315,3.115943176939055,3.7456992266025058,2.401400540781544
*c1ccc(O)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,1775.0,3585.0,350.0,1354.0,5903.0,260.0,https://pubs.acs.org/doi/10.1021/ma101549z,,3.249198357391113,3.554489160003819,2.5440680443502757,3.1316186643491255,3.7710727832211948,2.414973347970818,3.249198357391113,3.554489160003819,2.5440680443502757,3.1316186643491255,3.7710727832211948,2.414973347970818
*c1cc(N2C(c3c(C2=O)cc(C(C(F)(F)F)(C(F)(F)F)c4cc(C(N(C5=O)*)=O)c5cc4)cc3)=O)ccc1,46.0,,0.32,2.3,9.2,0.12,https://linkinghub.elsevier.com/retrieve/pii/S0376738815004998,,1.662757831681574,,-0.494850021680094,0.36172783601759284,0.9637878273455552,-0.9208187539523752,1.662757831681574,1.3173032513109222,-0.494850021680094,0.36172783601759284,0.9637878273455552,-0.9208187539523752
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c6c5C5c7ccccc7C6c6ccccc65)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,78.0,,0.6,4.2,16.0,0.17,https://linkinghub.elsevier.com/retrieve/pii/S0376738815004998,,1.8920946026904804,,-0.22184874961635637,0.6232492903979004,1.2041199826559248,-0.7695510786217261,1.8920946026904804,1.8947274470041942,-0.22184874961635637,0.6232492903979004,1.2041199826559248,-0.7695510786217261
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c6c5C5c7ccccc7C6c6ccccc65)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,157.0,,3.7,18.0,78.0,1.7,https://linkinghub.elsevier.com/retrieve/pii/S0376738815004998,,2.1958996524092336,,0.568201724066995,1.255272505103306,1.8920946026904804,0.23044892137827394,2.1958996524092336,2.172463018443565,0.568201724066995,1.255272505103306,1.8920946026904804,0.23044892137827394
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c6c5C5c7ccccc7C6c6ccccc65)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,221.0,,7.1,34.0,142.0,3.8,https://linkinghub.elsevier.com/retrieve/pii/S0376738815004998,,2.3443922736851106,,0.8512583487190752,1.5314789170422551,2.1522883443830567,0.5797835966168101,2.3443922736851106,2.229500748979852,0.8512583487190752,1.5314789170422551,2.1522883443830567,0.5797835966168101
*c1cc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(O)cc1O,90.0,,0.89,5.1,18.0,0.19,https://linkinghub.elsevier.com/retrieve/pii/S0376738815004998,,1.954242509439325,,-0.05060999335508721,0.7075701760979364,1.255272505103306,-0.721246399047171,1.954242509439325,1.8163563971438423,-0.05060999335508721,0.7075701760979364,1.255272505103306,-0.721246399047171
*c1cc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(O)cc1O,123.0,,4.0,22.0,92.0,1.5,https://linkinghub.elsevier.com/retrieve/pii/S0376738815004998,,2.089905111439398,,0.6020599913279624,1.3424226808222062,1.9637878273455553,0.17609125905568124,2.089905111439398,2.2118122103633064,0.6020599913279624,1.3424226808222062,1.9637878273455553,0.17609125905568124
*c1cc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(O)cc1O,341.0,,16.4,77.0,345.0,8.9,https://linkinghub.elsevier.com/retrieve/pii/S0376738815004998,,2.5327543789924976,,1.214843848047698,1.8864907251724818,2.537819095073274,0.9493900066449128,2.5327543789924976,2.7372395254485467,1.214843848047698,1.8864907251724818,2.537819095073274,0.9493900066449128
*c1ccc(-c2ccc(-c3nc4cc(C(c5ccc6oc(*)nc6c5)(C(F)(F)F)C(F)(F)F)ccc4o3)cc2)cc1,,61.0,0.46,,16.0,0.41,http://xlink.rsc.org/?DOI=C6TA03951K,,,1.7853298350107671,-0.3372421683184259,,1.2041199826559248,-0.38721614328026455,1.4213099608466613,1.7853298350107671,-0.3372421683184259,0.49226774193360884,1.2041199826559248,-0.38721614328026455
*c1ccc(-c2ccc(-c3nc4cc(C(c5ccc6oc(*)nc6c5)(C(F)(F)F)C(F)(F)F)ccc4o3)cc2)cc1,,520.0,16.0,,320.0,8.3,http://xlink.rsc.org/?DOI=C6TA03951K,,,2.716003343634799,1.2041199826559248,,2.505149978319906,0.919078092376074,2.589466936393115,2.716003343634799,1.2041199826559248,1.8403707858071257,2.505149978319906,0.919078092376074
*c1ccc(-c2ccc(-c3nc4cc(C(c5ccc6oc(*)nc6c5)(C(F)(F)F)C(F)(F)F)ccc4o3)cc2)cc1,,810.0,8.4,,270.0,4.0,http://xlink.rsc.org/?DOI=C6TA03951K,,,2.90848501887865,0.9242792860618817,,2.4313637641589874,0.6020599913279624,2.711692063297705,2.90848501887865,0.9242792860618817,1.638593772945069,2.4313637641589874,0.6020599913279624
*c1nc2cc(C(c3ccc4oc(-c5cc(C(c6ccc(O)c(*)c6)(C(F)(F)F)C(F)(F)F)ccc5O)nc4c3)(C(F)(F)F)C(F)(F)F)ccc2o1,,22.1,0.24,1.54,5.76,0.13,https://linkinghub.elsevier.com/retrieve/pii/S0376738811006946,,,1.3443922736851108,-0.619788758288394,0.1875207208364631,0.7604224834232121,-0.8860566476931633,1.4053034086442648,1.3443922736851108,-0.619788758288394,0.1875207208364631,0.7604224834232121,-0.8860566476931633
*c1nc2cc(C(c3ccc4oc(-c5cc(C(c6ccc(O)c(*)c6)(C(F)(F)F)C(F)(F)F)ccc5O)nc4c3)(C(F)(F)F)C(F)(F)F)ccc2o1,,94.6,2.28,11.1,44.7,1.56,https://linkinghub.elsevier.com/retrieve/pii/S0376738811006946,,,1.9758911364017928,0.35793484700045375,1.0453229787866574,1.6503075231319366,0.1931245983544616,2.0220265310948973,1.9758911364017928,0.35793484700045375,1.0453229787866574,1.6503075231319366,0.1931245983544616
*c1nc2cc(C(c3ccc4oc(-c5cc(C(c6ccc(OC(C)=O)c(*)c6)(C(F)(F)F)C(F)(F)F)ccc5OC(C)=O)nc4c3)(C(F)(F)F)C(F)(F)F)ccc2o1,,149.0,4.42,19.9,84.2,3.48,https://linkinghub.elsevier.com/retrieve/pii/S0376738811006946,,,2.173186268412274,0.6454222693490919,1.2988530764097066,1.9253120914996495,0.541579243946581,1.9404274841849467,2.173186268412274,0.6454222693490919,1.2988530764097066,1.9253120914996495,0.541579243946581
*c1nc2cc(C(c3ccc4oc(-c5cc(C(c6ccc(OC(C)=O)c(*)c6)(C(F)(F)F)C(F)(F)F)ccc5OC(C)=O)nc4c3)(C(F)(F)F)C(F)(F)F)ccc2o1,,223.0,10.1,35.2,183.0,8.53,https://linkinghub.elsevier.com/retrieve/pii/S0376738811006946,,,2.3483048630481607,1.0043213737826426,1.546542663478131,2.2624510897304293,0.930949031167523,2.197393367307172,2.3483048630481607,1.0043213737826426,1.546542663478131,2.2624510897304293,0.930949031167523
*c1cccc(C(c2cccc(-c3nc4cc(C(c5ccc6oc(*)nc6c5)(C(F)(F)F)C(F)(F)F)ccc4o3)c2)(C(F)(F)F)C(F)(F)F)c1,,294.0,12.6,52.5,261.0,7.5,https://doi.org/10.1021/acs.macromol.5b00298,,,2.4683473304121573,1.100370545117563,1.7201593034059568,2.416640507338281,0.8750612633917001,2.4494024136704478,2.4683473304121573,1.100370545117563,1.7201593034059568,2.416640507338281,0.8750612633917001
*c1nc2cc(C(c3ccc4oc(*)nc4c3)(C(F)(F)F)C(F)(F)F)ccc2o1,,5122.0,235.0,1171.0,5440.0,145.0, https://doi.org/10.1039/c6cc06609g,,,3.709439574132411,2.3710678622717363,3.068556895072363,3.73559889969818,2.161368002234975,3.3970091173996226,3.709439574132411,2.3710678622717363,3.068556895072363,3.73559889969818,2.161368002234975
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)c2)cc1O,,147.0,3.7,18.1,73.0,2.2,https://doi.org/10.1016/j.polymer.2015.07.024,,,2.167317334748176,0.568201724066995,1.2576785748691846,1.863322860120456,0.3424226808222063,2.0412986538766824,2.167317334748176,0.568201724066995,1.2576785748691846,1.863322860120456,0.3424226808222063
*c1cc(-c2ccc(O)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)ccc1O,,67.0,0.81,5.1,16.2,0.3,https://doi.org/10.1016/j.polymer.2015.07.024,,,1.8260748027008264,-0.09151498112135023,0.7075701760979364,1.209515014542631,-0.5228787452803376,1.8832175883581839,1.8260748027008264,-0.09151498112135023,0.7075701760979364,1.209515014542631,-0.5228787452803376
*c1cc(-c2ccc(O)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)ccc1O,,165.0,4.0,20.0,75.0,2.02,https://doi.org/10.1016/j.polymer.2015.07.024,,,2.2174839442139063,0.6020599913279624,1.3010299956639813,1.8750612633917,0.3053513694466238,2.1900420821172415,2.2174839442139063,0.6020599913279624,1.3010299956639813,1.8750612633917,0.3053513694466238
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)c2)cc1O,,438.0,20.0,79.0,315.0,13.0,https://doi.org/10.1016/j.polymer.2015.07.024,,,2.6414741105040997,1.3010299956639813,1.8976270912904414,2.4983105537896004,1.1139433523068367,2.6885838974688423,2.6414741105040997,1.3010299956639813,1.8976270912904414,2.4983105537896004,1.1139433523068367
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)c2)cc1O,,80.0,1.2,6.8,25.0,0.5,https://doi.org/10.1016/j.polymer.2015.07.024,,,1.9030899869919435,0.07918124604762482,0.8325089127062363,1.3979400086720377,-0.3010299956639812,1.8379177916589846,1.9030899869919435,0.07918124604762482,0.8325089127062363,1.3979400086720377,-0.3010299956639812
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)c2)cc1O,,237.0,6.0,29.0,115.0,3.0,https://doi.org/10.1016/j.polymer.2015.07.024,,,2.374748346010104,0.7781512503836436,1.462397997898956,2.060697840353612,0.47712125471966244,2.4749370182760067,2.374748346010104,0.7781512503836436,1.462397997898956,2.060697840353612,0.47712125471966244
*c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)c2)cc1O,,582.0,30.0,114.0,443.0,21.0,https://doi.org/10.1016/j.polymer.2015.07.024,,,2.7649229846498886,1.4771212547196624,2.0569048513364727,2.6464037262230695,1.3222192947339193,2.6211695002979964,2.7649229846498886,1.4771212547196624,2.0569048513364727,2.6464037262230695,1.3222192947339193
*c1cccc(C(c2cccc(-c3nc4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9nc(*)oc9c8)cc7)c7ccccc7-c7ccccc76)cc5)cc4o3)c2)(C(F)(F)F)C(F)(F)F)c1,,59.5,1.02,6.2,23.3,0.62,https://doi.org/10.1039/D0RA00145G,,,1.7745169657285496,0.00860017176191757,0.7923916894982539,1.3673559210260189,-0.2076083105017461,1.7688837715146457,1.7745169657285496,0.00860017176191757,0.7923916894982539,1.3673559210260189,-0.2076083105017461
*c1cccc(C(c2cccc(-c3nc4ccc(Oc5ccc(C(c6ccc(Oc7ccc8nc(*)oc8c7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4o3)c2)(C(F)(F)F)C(F)(F)F)c1,,64.5,1.98,10.7,27.0,1.35,https://doi.org/10.1021/ma102878z,,,1.8095597146352678,0.2966651902615311,1.0293837776852097,1.4313637641589874,0.13033376849500614,1.9350340408322013,1.8095597146352678,0.2966651902615311,1.0293837776852097,1.4313637641589874,0.13033376849500614
*c1cccc(C(c2cccc(-c3nc4ccc(Oc5ccc(C(c6ccc(Oc7ccc8nc(*)oc8c7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4o3)c2)(C(F)(F)F)C(F)(F)F)c1,,51.2,1.52,5.6,22.5,0.8,https://doi.org/10.1021/ma102878z,,,1.7092699609758308,0.18184358794477257,0.7481880270062004,1.3521825181113625,-0.09691001300805639,1.693355155324519,1.7092699609758308,0.18184358794477257,0.7481880270062004,1.3521825181113625,-0.09691001300805639
*c1cccc(C(c2cccc(-c3nc4ccc(Oc5ccc(C(c6ccc(Oc7ccc8nc(*)oc8c7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4o3)c2)(C(F)(F)F)C(F)(F)F)c1,,95.3,1.89,10.0,41.4,1.45,https://doi.org/10.1021/ma102878z,,,1.9790929006383264,0.2764618041732441,1.0,1.6170003411208989,0.16136800223497488,1.6978974752801688,1.9790929006383264,0.2764618041732441,1.0,1.6170003411208989,0.16136800223497488
*c1cccc(C(c2cccc(-c3nc4ccc(Oc5ccc(C(c6ccc(Oc7ccc8nc(*)oc8c7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4o3)c2)(C(F)(F)F)C(F)(F)F)c1,,158.1,5.5,23.1,118.6,3.9,https://doi.org/10.1021/ma102878z,,,2.198931869932209,0.7403626894942439,1.3636119798921444,2.074084689028244,0.5910646070264992,2.043837253843525,2.198931869932209,0.7403626894942439,1.3636119798921444,2.074084689028244,0.5910646070264992
*c1cccc(C(c2cccc(-c3nc4ccc(Oc5ccc(C(c6ccc(Oc7ccc8nc(*)oc8c7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4o3)c2)(C(F)(F)F)C(F)(F)F)c1,,439.0,20.0,88.5,485.8,17.0,https://doi.org/10.1021/ma102878z,,,2.6424645202421213,1.3010299956639813,1.9469432706978254,2.6864575104691117,1.2304489213782739,2.400419381616437,2.6424645202421213,1.3010299956639813,1.9469432706978254,2.6864575104691117,1.2304489213782739
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,,408.0,19.0,81.0,398.0,12.0,http://dx.doi.org/10.1016/j.memsci.2016.07.058,,,2.61066016308988,1.2787536009528289,1.9084850188786497,2.599883072073688,1.0791812460476249,2.625319266695876,2.61066016308988,1.2787536009528289,1.9084850188786497,2.599883072073688,1.0791812460476249
